index,name,default
769,LFO 8 Smooth Mode,1.0
770,LFO 8 Smooth Time,0.1785714328289032
771,View Spectrogram,0.0
772,Oscillator 1 Frequency Morph Phase,0.5
773,Oscillator 2 Frequency Morph Phase,0.5
774,Oscillator 3 Frequency Morph Phase,0.5
775,Modulation 10 Ramp Down,0.0
776,Modulation 10 Ramp Up,0.0
777,Modulation 11 Ramp Down,0.0
778,Modulation 11 Ramp Up,0.0
779,Modulation 12 Ramp Down,0.0
780,Modulation 12 Ramp Up,0.0
781,Modulation 13 Ramp Down,0.0
782,Modulation 13 Ramp Up,0.0
783,Modulation 14 Ramp Down,0.0
784,Modulation 14 Ramp Up,0.0
785,Modulation 15 Ramp Down,0.0
786,Modulation 15 Ramp Up,0.0
787,Modulation 16 Ramp Down,0.0
788,Modulation 16 Ramp Up,0.0
789,Modulation 17 Ramp Down,0.0
790,Modulation 17 Ramp Up,0.0
791,Modulation 18 Ramp Down,0.0
792,Modulation 18 Ramp Up,0.0
793,Modulation 19 Ramp Down,0.0
794,Modulation 19 Ramp Up,0.0
795,Modulation 1 Ramp Down,0.0
796,Modulation 1 Ramp Up,0.0
797,Modulation 20 Ramp Down,0.0
798,Modulation 20 Ramp Up,0.0
799,Modulation 21 Ramp Down,0.0
800,Modulation 21 Ramp Up,0.0
801,Modulation 22 Ramp Down,0.0
802,Modulation 22 Ramp Up,0.0
803,Modulation 23 Ramp Down,0.0
804,Modulation 23 Ramp Up,0.0
805,Modulation 24 Ramp Down,0.0
806,Modulation 24 Ramp Up,0.0
807,Modulation 25 Ramp Down,0.0
808,Modulation 25 Ramp Up,0.0
809,Modulation 26 Ramp Down,0.0
810,Modulation 26 Ramp Up,0.0
811,Modulation 27 Ramp Down,0.0
812,Modulation 27 Ramp Up,0.0
813,Modulation 28 Ramp Down,0.0
814,Modulation 28 Ramp Up,0.0
815,Modulation 29 Ramp Down,0.0
816,Modulation 29 Ramp Up,0.0
817,Modulation 2 Ramp Down,0.0
818,Modulation 2 Ramp Up,0.0
819,Modulation 30 Ramp Down,0.0
820,Modulation 30 Ramp Up,0.0
821,Modulation 31 Ramp Down,0.0
822,Modulation 31 Ramp Up,0.0
823,Modulation 32 Ramp Down,0.0
824,Modulation 32 Ramp Up,0.0
825,Modulation 33 Ramp Down,0.0
826,Modulation 33 Ramp Up,0.0
827,Modulation 34 Ramp Down,0.0
828,Modulation 34 Ramp Up,0.0
829,Modulation 35 Ramp Down,0.0
830,Modulation 35 Ramp Up,0.0
831,Modulation 36 Ramp Down,0.0
832,Modulation 36 Ramp Up,0.0
833,Modulation 37 Ramp Down,0.0
834,Modulation 37 Ramp Up,0.0
835,Modulation 38 Ramp Down,0.0
836,Modulation 38 Ramp Up,0.0
837,Modulation 39 Ramp Down,0.0
838,Modulation 39 Ramp Up,0.0
839,Modulation 3 Ramp Down,0.0
840,Modulation 3 Ramp Up,0.0
841,Modulation 40 Ramp Down,0.0
842,Modulation 40 Ramp Up,0.0
843,Modulation 41 Ramp Down,0.0
844,Modulation 41 Ramp Up,0.0
845,Modulation 42 Ramp Down,0.0
846,Modulation 42 Ramp Up,0.0
847,Modulation 43 Ramp Down,0.0
848,Modulation 43 Ramp Up,0.0
849,Modulation 44 Ramp Down,0.0
850,Modulation 44 Ramp Up,0.0
851,Modulation 45 Ramp Down,0.0
852,Modulation 45 Ramp Up,0.0
853,Modulation 46 Ramp Down,0.0
854,Modulation 46 Ramp Up,0.0
855,Modulation 47 Ramp Down,0.0
856,Modulation 47 Ramp Up,0.0
857,Modulation 48 Ramp Down,0.0
858,Modulation 48 Ramp Up,0.0
859,Modulation 49 Ramp Down,0.0
860,Modulation 49 Ramp Up,0.0
861,Modulation 4 Ramp Down,0.0
862,Modulation 4 Ramp Up,0.0
863,Modulation 50 Ramp Down,0.0
864,Modulation 50 Ramp Up,0.0
865,Modulation 51 Ramp Down,0.0
866,Modulation 51 Ramp Up,0.0
867,Modulation 52 Ramp Down,0.0
868,Modulation 52 Ramp Up,0.0
869,Modulation 53 Ramp Down,0.0
870,Modulation 53 Ramp Up,0.0
871,Modulation 54 Ramp Down,0.0
872,Modulation 54 Ramp Up,0.0
873,Modulation 55 Ramp Down,0.0
874,Modulation 55 Ramp Up,0.0
875,Modulation 56 Ramp Down,0.0
876,Modulation 56 Ramp Up,0.0
877,Modulation 57 Ramp Down,0.0
878,Modulation 57 Ramp Up,0.0
879,Modulation 58 Ramp Down,0.0
880,Modulation 58 Ramp Up,0.0
881,Modulation 59 Ramp Down,0.0
882,Modulation 59 Ramp Up,0.0
883,Modulation 5 Ramp Down,0.0
884,Modulation 5 Ramp Up,0.0
885,Modulation 60 Ramp Down,0.0
886,Modulation 60 Ramp Up,0.0
887,Modulation 61 Ramp Down,0.0
888,Modulation 61 Ramp Up,0.0
889,Modulation 62 Ramp Down,0.0
890,Modulation 62 Ramp Up,0.0
891,Modulation 63 Ramp Down,0.0
892,Modulation 63 Ramp Up,0.0
893,Modulation 64 Ramp Down,0.0
894,Modulation 64 Ramp Up,0.0
895,Modulation 6 Ramp Down,0.0
896,Modulation 6 Ramp Up,0.0
897,Modulation 7 Ramp Down,0.0
898,Modulation 7 Ramp Up,0.0
899,Modulation 8 Ramp Down,0.0
900,Modulation 8 Ramp Up,0.0
901,Modulation 9 Ramp Down,0.0
902,Modulation 9 Ramp Up,0.0
903,MIDI CC 0|0,0.0
904,MIDI CC 0|1,0.0
905,MIDI CC 0|2,0.0
906,MIDI CC 0|3,0.0
907,MIDI CC 0|4,0.0
908,MIDI CC 0|5,0.0
909,MIDI CC 0|6,0.0
910,MIDI CC 0|7,0.0
911,MIDI CC 0|8,0.0
912,MIDI CC 0|9,0.0
913,MIDI CC 0|10,0.0
914,MIDI CC 0|11,0.0
915,MIDI CC 0|12,0.0
916,MIDI CC 0|13,0.0
917,MIDI CC 0|14,0.0
918,MIDI CC 0|15,0.0
919,MIDI CC 0|16,0.0
920,MIDI CC 0|17,0.0
921,MIDI CC 0|18,0.0
922,MIDI CC 0|19,0.0
923,MIDI CC 0|20,0.0
924,MIDI CC 0|21,0.0
925,MIDI CC 0|22,0.0
926,MIDI CC 0|23,0.0
927,MIDI CC 0|24,0.0
928,MIDI CC 0|25,0.0
929,MIDI CC 0|26,0.0
930,MIDI CC 0|27,0.0
931,MIDI CC 0|28,0.0
932,MIDI CC 0|29,0.0
933,MIDI CC 0|30,0.0
934,MIDI CC 0|31,0.0
935,MIDI CC 0|32,0.0
936,MIDI CC 0|33,0.0
937,MIDI CC 0|34,0.0
938,MIDI CC 0|35,0.0
939,MIDI CC 0|36,0.0
940,MIDI CC 0|37,0.0
941,MIDI CC 0|38,0.0
942,MIDI CC 0|39,0.0
943,MIDI CC 0|40,0.0
944,MIDI CC 0|41,0.0
945,MIDI CC 0|42,0.0
946,MIDI CC 0|43,0.0
947,MIDI CC 0|44,0.0
948,MIDI CC 0|45,0.0
949,MIDI CC 0|46,0.0
950,MIDI CC 0|47,0.0
951,MIDI CC 0|48,0.0
952,MIDI CC 0|49,0.0
953,MIDI CC 0|50,0.0
954,MIDI CC 0|51,0.0
955,MIDI CC 0|52,0.0
956,MIDI CC 0|53,0.0
957,MIDI CC 0|54,0.0
958,MIDI CC 0|55,0.0
959,MIDI CC 0|56,0.0
960,MIDI CC 0|57,0.0
961,MIDI CC 0|58,0.0
962,MIDI CC 0|59,0.0
963,MIDI CC 0|60,0.0
964,MIDI CC 0|61,0.0
965,MIDI CC 0|62,0.0
966,MIDI CC 0|63,0.0
967,MIDI CC 0|64,0.0
968,MIDI CC 0|65,0.0
969,MIDI CC 0|66,0.0
970,MIDI CC 0|67,0.0
971,MIDI CC 0|68,0.0
972,MIDI CC 0|69,0.0
973,MIDI CC 0|70,0.0
974,MIDI CC 0|71,0.0
975,MIDI CC 0|72,0.0
976,MIDI CC 0|73,0.0
977,MIDI CC 0|74,0.0
978,MIDI CC 0|75,0.0
979,MIDI CC 0|76,0.0
980,MIDI CC 0|77,0.0
981,MIDI CC 0|78,0.0
982,MIDI CC 0|79,0.0
983,MIDI CC 0|80,0.0
984,MIDI CC 0|81,0.0
985,MIDI CC 0|82,0.0
986,MIDI CC 0|83,0.0
987,MIDI CC 0|84,0.0
988,MIDI CC 0|85,0.0
989,MIDI CC 0|86,0.0
990,MIDI CC 0|87,0.0
991,MIDI CC 0|88,0.0
992,MIDI CC 0|89,0.0
993,MIDI CC 0|90,0.0
994,MIDI CC 0|91,0.0
995,MIDI CC 0|92,0.0
996,MIDI CC 0|93,0.0
997,MIDI CC 0|94,0.0
998,MIDI CC 0|95,0.0
999,MIDI CC 0|96,0.0
1000,MIDI CC 0|97,0.0
1001,MIDI CC 0|98,0.0
1002,MIDI CC 0|99,0.0
1003,MIDI CC 0|100,0.0
1004,MIDI CC 0|101,0.0
1005,MIDI CC 0|102,0.0
1006,MIDI CC 0|103,0.0
1007,MIDI CC 0|104,0.0
1008,MIDI CC 0|105,0.0
1009,MIDI CC 0|106,0.0
1010,MIDI CC 0|107,0.0
1011,MIDI CC 0|108,0.0
1012,MIDI CC 0|109,0.0
1013,MIDI CC 0|110,0.0
1014,MIDI CC 0|111,0.0
1015,MIDI CC 0|112,0.0
1016,MIDI CC 0|113,0.0
1017,MIDI CC 0|114,0.0
1018,MIDI CC 0|115,0.0
1019,MIDI CC 0|116,0.0
1020,MIDI CC 0|117,0.0
1021,MIDI CC 0|118,0.0
1022,MIDI CC 0|119,0.0
1023,MIDI CC 0|120,0.0
1024,MIDI CC 0|121,0.0
1025,MIDI CC 0|122,0.0
1026,MIDI CC 0|123,0.0
1027,MIDI CC 0|124,0.0
1028,MIDI CC 0|125,0.0
1029,MIDI CC 0|126,0.0
1030,MIDI CC 0|127,0.0
1031,MIDI CC 0|128,0.0
1032,MIDI CC 0|129,0.0
1033,MIDI CC 1|0,0.0
1034,MIDI CC 1|1,0.0
1035,MIDI CC 1|2,0.0
1036,MIDI CC 1|3,0.0
1037,MIDI CC 1|4,0.0
1038,MIDI CC 1|5,0.0
1039,MIDI CC 1|6,0.0
1040,MIDI CC 1|7,0.0
1041,MIDI CC 1|8,0.0
1042,MIDI CC 1|9,0.0
1043,MIDI CC 1|10,0.0
1044,MIDI CC 1|11,0.0
1045,MIDI CC 1|12,0.0
1046,MIDI CC 1|13,0.0
1047,MIDI CC 1|14,0.0
1048,MIDI CC 1|15,0.0
1049,MIDI CC 1|16,0.0
1050,MIDI CC 1|17,0.0
1051,MIDI CC 1|18,0.0
1052,MIDI CC 1|19,0.0
1053,MIDI CC 1|20,0.0
1054,MIDI CC 1|21,0.0
1055,MIDI CC 1|22,0.0
1056,MIDI CC 1|23,0.0
1057,MIDI CC 1|24,0.0
1058,MIDI CC 1|25,0.0
1059,MIDI CC 1|26,0.0
1060,MIDI CC 1|27,0.0
1061,MIDI CC 1|28,0.0
1062,MIDI CC 1|29,0.0
1063,MIDI CC 1|30,0.0
1064,MIDI CC 1|31,0.0
1065,MIDI CC 1|32,0.0
1066,MIDI CC 1|33,0.0
1067,MIDI CC 1|34,0.0
1068,MIDI CC 1|35,0.0
1069,MIDI CC 1|36,0.0
1070,MIDI CC 1|37,0.0
1071,MIDI CC 1|38,0.0
1072,MIDI CC 1|39,0.0
1073,MIDI CC 1|40,0.0
1074,MIDI CC 1|41,0.0
1075,MIDI CC 1|42,0.0
1076,MIDI CC 1|43,0.0
1077,MIDI CC 1|44,0.0
1078,MIDI CC 1|45,0.0
1079,MIDI CC 1|46,0.0
1080,MIDI CC 1|47,0.0
1081,MIDI CC 1|48,0.0
1082,MIDI CC 1|49,0.0
1083,MIDI CC 1|50,0.0
1084,MIDI CC 1|51,0.0
1085,MIDI CC 1|52,0.0
1086,MIDI CC 1|53,0.0
1087,MIDI CC 1|54,0.0
1088,MIDI CC 1|55,0.0
1089,MIDI CC 1|56,0.0
1090,MIDI CC 1|57,0.0
1091,MIDI CC 1|58,0.0
1092,MIDI CC 1|59,0.0
1093,MIDI CC 1|60,0.0
1094,MIDI CC 1|61,0.0
1095,MIDI CC 1|62,0.0
1096,MIDI CC 1|63,0.0
1097,MIDI CC 1|64,0.0
1098,MIDI CC 1|65,0.0
1099,MIDI CC 1|66,0.0
1100,MIDI CC 1|67,0.0
1101,MIDI CC 1|68,0.0
1102,MIDI CC 1|69,0.0
1103,MIDI CC 1|70,0.0
1104,MIDI CC 1|71,0.0
1105,MIDI CC 1|72,0.0
1106,MIDI CC 1|73,0.0
1107,MIDI CC 1|74,0.0
1108,MIDI CC 1|75,0.0
1109,MIDI CC 1|76,0.0
1110,MIDI CC 1|77,0.0
1111,MIDI CC 1|78,0.0
1112,MIDI CC 1|79,0.0
1113,MIDI CC 1|80,0.0
1114,MIDI CC 1|81,0.0
1115,MIDI CC 1|82,0.0
1116,MIDI CC 1|83,0.0
1117,MIDI CC 1|84,0.0
1118,MIDI CC 1|85,0.0
1119,MIDI CC 1|86,0.0
1120,MIDI CC 1|87,0.0
1121,MIDI CC 1|88,0.0
1122,MIDI CC 1|89,0.0
1123,MIDI CC 1|90,0.0
1124,MIDI CC 1|91,0.0
1125,MIDI CC 1|92,0.0
1126,MIDI CC 1|93,0.0
1127,MIDI CC 1|94,0.0
1128,MIDI CC 1|95,0.0
1129,MIDI CC 1|96,0.0
1130,MIDI CC 1|97,0.0
1131,MIDI CC 1|98,0.0
1132,MIDI CC 1|99,0.0
1133,MIDI CC 1|100,0.0
1134,MIDI CC 1|101,0.0
1135,MIDI CC 1|102,0.0
1136,MIDI CC 1|103,0.0
1137,MIDI CC 1|104,0.0
1138,MIDI CC 1|105,0.0
1139,MIDI CC 1|106,0.0
1140,MIDI CC 1|107,0.0
1141,MIDI CC 1|108,0.0
1142,MIDI CC 1|109,0.0
1143,MIDI CC 1|110,0.0
1144,MIDI CC 1|111,0.0
1145,MIDI CC 1|112,0.0
1146,MIDI CC 1|113,0.0
1147,MIDI CC 1|114,0.0
1148,MIDI CC 1|115,0.0
1149,MIDI CC 1|116,0.0
1150,MIDI CC 1|117,0.0
1151,MIDI CC 1|118,0.0
1152,MIDI CC 1|119,0.0
1153,MIDI CC 1|120,0.0
1154,MIDI CC 1|121,0.0
1155,MIDI CC 1|122,0.0
1156,MIDI CC 1|123,0.0
1157,MIDI CC 1|124,0.0
1158,MIDI CC 1|125,0.0
1159,MIDI CC 1|126,0.0
1160,MIDI CC 1|127,0.0
1161,MIDI CC 1|128,0.0
1162,MIDI CC 1|129,0.0
1163,MIDI CC 2|0,0.0
1164,MIDI CC 2|1,0.0
1165,MIDI CC 2|2,0.0
1166,MIDI CC 2|3,0.0
1167,MIDI CC 2|4,0.0
1168,MIDI CC 2|5,0.0
1169,MIDI CC 2|6,0.0
1170,MIDI CC 2|7,0.0
1171,MIDI CC 2|8,0.0
1172,MIDI CC 2|9,0.0
1173,MIDI CC 2|10,0.0
1174,MIDI CC 2|11,0.0
1175,MIDI CC 2|12,0.0
1176,MIDI CC 2|13,0.0
1177,MIDI CC 2|14,0.0
1178,MIDI CC 2|15,0.0
1179,MIDI CC 2|16,0.0
1180,MIDI CC 2|17,0.0
1181,MIDI CC 2|18,0.0
1182,MIDI CC 2|19,0.0
1183,MIDI CC 2|20,0.0
1184,MIDI CC 2|21,0.0
1185,MIDI CC 2|22,0.0
1186,MIDI CC 2|23,0.0
1187,MIDI CC 2|24,0.0
1188,MIDI CC 2|25,0.0
1189,MIDI CC 2|26,0.0
1190,MIDI CC 2|27,0.0
1191,MIDI CC 2|28,0.0
1192,MIDI CC 2|29,0.0
1193,MIDI CC 2|30,0.0
1194,MIDI CC 2|31,0.0
1195,MIDI CC 2|32,0.0
1196,MIDI CC 2|33,0.0
1197,MIDI CC 2|34,0.0
1198,MIDI CC 2|35,0.0
1199,MIDI CC 2|36,0.0
1200,MIDI CC 2|37,0.0
1201,MIDI CC 2|38,0.0
1202,MIDI CC 2|39,0.0
1203,MIDI CC 2|40,0.0
1204,MIDI CC 2|41,0.0
1205,MIDI CC 2|42,0.0
1206,MIDI CC 2|43,0.0
1207,MIDI CC 2|44,0.0
1208,MIDI CC 2|45,0.0
1209,MIDI CC 2|46,0.0
1210,MIDI CC 2|47,0.0
1211,MIDI CC 2|48,0.0
1212,MIDI CC 2|49,0.0
1213,MIDI CC 2|50,0.0
1214,MIDI CC 2|51,0.0
1215,MIDI CC 2|52,0.0
1216,MIDI CC 2|53,0.0
1217,MIDI CC 2|54,0.0
1218,MIDI CC 2|55,0.0
1219,MIDI CC 2|56,0.0
1220,MIDI CC 2|57,0.0
1221,MIDI CC 2|58,0.0
1222,MIDI CC 2|59,0.0
1223,MIDI CC 2|60,0.0
1224,MIDI CC 2|61,0.0
1225,MIDI CC 2|62,0.0
1226,MIDI CC 2|63,0.0
1227,MIDI CC 2|64,0.0
1228,MIDI CC 2|65,0.0
1229,MIDI CC 2|66,0.0
1230,MIDI CC 2|67,0.0
1231,MIDI CC 2|68,0.0
1232,MIDI CC 2|69,0.0
1233,MIDI CC 2|70,0.0
1234,MIDI CC 2|71,0.0
1235,MIDI CC 2|72,0.0
1236,MIDI CC 2|73,0.0
1237,MIDI CC 2|74,0.0
1238,MIDI CC 2|75,0.0
1239,MIDI CC 2|76,0.0
1240,MIDI CC 2|77,0.0
1241,MIDI CC 2|78,0.0
1242,MIDI CC 2|79,0.0
1243,MIDI CC 2|80,0.0
1244,MIDI CC 2|81,0.0
1245,MIDI CC 2|82,0.0
1246,MIDI CC 2|83,0.0
1247,MIDI CC 2|84,0.0
1248,MIDI CC 2|85,0.0
1249,MIDI CC 2|86,0.0
1250,MIDI CC 2|87,0.0
1251,MIDI CC 2|88,0.0
1252,MIDI CC 2|89,0.0
1253,MIDI CC 2|90,0.0
1254,MIDI CC 2|91,0.0
1255,MIDI CC 2|92,0.0
1256,MIDI CC 2|93,0.0
1257,MIDI CC 2|94,0.0
1258,MIDI CC 2|95,0.0
1259,MIDI CC 2|96,0.0
1260,MIDI CC 2|97,0.0
1261,MIDI CC 2|98,0.0
1262,MIDI CC 2|99,0.0
1263,MIDI CC 2|100,0.0
1264,MIDI CC 2|101,0.0
1265,MIDI CC 2|102,0.0
1266,MIDI CC 2|103,0.0
1267,MIDI CC 2|104,0.0
1268,MIDI CC 2|105,0.0
1269,MIDI CC 2|106,0.0
1270,MIDI CC 2|107,0.0
1271,MIDI CC 2|108,0.0
1272,MIDI CC 2|109,0.0
1273,MIDI CC 2|110,0.0
1274,MIDI CC 2|111,0.0
1275,MIDI CC 2|112,0.0
1276,MIDI CC 2|113,0.0
1277,MIDI CC 2|114,0.0
1278,MIDI CC 2|115,0.0
1279,MIDI CC 2|116,0.0
1280,MIDI CC 2|117,0.0
1281,MIDI CC 2|118,0.0
1282,MIDI CC 2|119,0.0
1283,MIDI CC 2|120,0.0
1284,MIDI CC 2|121,0.0
1285,MIDI CC 2|122,0.0
1286,MIDI CC 2|123,0.0
1287,MIDI CC 2|124,0.0
1288,MIDI CC 2|125,0.0
1289,MIDI CC 2|126,0.0
1290,MIDI CC 2|127,0.0
1291,MIDI CC 2|128,0.0
1292,MIDI CC 2|129,0.0
1293,MIDI CC 3|0,0.0
1294,MIDI CC 3|1,0.0
1295,MIDI CC 3|2,0.0
1296,MIDI CC 3|3,0.0
1297,MIDI CC 3|4,0.0
1298,MIDI CC 3|5,0.0
1299,MIDI CC 3|6,0.0
1300,MIDI CC 3|7,0.0
1301,MIDI CC 3|8,0.0
1302,MIDI CC 3|9,0.0
1303,MIDI CC 3|10,0.0
1304,MIDI CC 3|11,0.0
1305,MIDI CC 3|12,0.0
1306,MIDI CC 3|13,0.0
1307,MIDI CC 3|14,0.0
1308,MIDI CC 3|15,0.0
1309,MIDI CC 3|16,0.0
1310,MIDI CC 3|17,0.0
1311,MIDI CC 3|18,0.0
1312,MIDI CC 3|19,0.0
1313,MIDI CC 3|20,0.0
1314,MIDI CC 3|21,0.0
1315,MIDI CC 3|22,0.0
1316,MIDI CC 3|23,0.0
1317,MIDI CC 3|24,0.0
1318,MIDI CC 3|25,0.0
1319,MIDI CC 3|26,0.0
1320,MIDI CC 3|27,0.0
1321,MIDI CC 3|28,0.0
1322,MIDI CC 3|29,0.0
1323,MIDI CC 3|30,0.0
1324,MIDI CC 3|31,0.0
1325,MIDI CC 3|32,0.0
1326,MIDI CC 3|33,0.0
1327,MIDI CC 3|34,0.0
1328,MIDI CC 3|35,0.0
1329,MIDI CC 3|36,0.0
1330,MIDI CC 3|37,0.0
1331,MIDI CC 3|38,0.0
1332,MIDI CC 3|39,0.0
1333,MIDI CC 3|40,0.0
1334,MIDI CC 3|41,0.0
1335,MIDI CC 3|42,0.0
1336,MIDI CC 3|43,0.0
1337,MIDI CC 3|44,0.0
1338,MIDI CC 3|45,0.0
1339,MIDI CC 3|46,0.0
1340,MIDI CC 3|47,0.0
1341,MIDI CC 3|48,0.0
1342,MIDI CC 3|49,0.0
1343,MIDI CC 3|50,0.0
1344,MIDI CC 3|51,0.0
1345,MIDI CC 3|52,0.0
1346,MIDI CC 3|53,0.0
1347,MIDI CC 3|54,0.0
1348,MIDI CC 3|55,0.0
1349,MIDI CC 3|56,0.0
1350,MIDI CC 3|57,0.0
1351,MIDI CC 3|58,0.0
1352,MIDI CC 3|59,0.0
1353,MIDI CC 3|60,0.0
1354,MIDI CC 3|61,0.0
1355,MIDI CC 3|62,0.0
1356,MIDI CC 3|63,0.0
1357,MIDI CC 3|64,0.0
1358,MIDI CC 3|65,0.0
1359,MIDI CC 3|66,0.0
1360,MIDI CC 3|67,0.0
1361,MIDI CC 3|68,0.0
1362,MIDI CC 3|69,0.0
1363,MIDI CC 3|70,0.0
1364,MIDI CC 3|71,0.0
1365,MIDI CC 3|72,0.0
1366,MIDI CC 3|73,0.0
1367,MIDI CC 3|74,0.0
1368,MIDI CC 3|75,0.0
1369,MIDI CC 3|76,0.0
1370,MIDI CC 3|77,0.0
1371,MIDI CC 3|78,0.0
1372,MIDI CC 3|79,0.0
1373,MIDI CC 3|80,0.0
1374,MIDI CC 3|81,0.0
1375,MIDI CC 3|82,0.0
1376,MIDI CC 3|83,0.0
1377,MIDI CC 3|84,0.0
1378,MIDI CC 3|85,0.0
1379,MIDI CC 3|86,0.0
1380,MIDI CC 3|87,0.0
1381,MIDI CC 3|88,0.0
1382,MIDI CC 3|89,0.0
1383,MIDI CC 3|90,0.0
1384,MIDI CC 3|91,0.0
1385,MIDI CC 3|92,0.0
1386,MIDI CC 3|93,0.0
1387,MIDI CC 3|94,0.0
1388,MIDI CC 3|95,0.0
1389,MIDI CC 3|96,0.0
1390,MIDI CC 3|97,0.0
1391,MIDI CC 3|98,0.0
1392,MIDI CC 3|99,0.0
1393,MIDI CC 3|100,0.0
1394,MIDI CC 3|101,0.0
1395,MIDI CC 3|102,0.0
1396,MIDI CC 3|103,0.0
1397,MIDI CC 3|104,0.0
1398,MIDI CC 3|105,0.0
1399,MIDI CC 3|106,0.0
1400,MIDI CC 3|107,0.0
1401,MIDI CC 3|108,0.0
1402,MIDI CC 3|109,0.0
1403,MIDI CC 3|110,0.0
1404,MIDI CC 3|111,0.0
1405,MIDI CC 3|112,0.0
1406,MIDI CC 3|113,0.0
1407,MIDI CC 3|114,0.0
1408,MIDI CC 3|115,0.0
1409,MIDI CC 3|116,0.0
1410,MIDI CC 3|117,0.0
1411,MIDI CC 3|118,0.0
1412,MIDI CC 3|119,0.0
1413,MIDI CC 3|120,0.0
1414,MIDI CC 3|121,0.0
1415,MIDI CC 3|122,0.0
1416,MIDI CC 3|123,0.0
1417,MIDI CC 3|124,0.0
1418,MIDI CC 3|125,0.0
1419,MIDI CC 3|126,0.0
1420,MIDI CC 3|127,0.0
1421,MIDI CC 3|128,0.0
1422,MIDI CC 3|129,0.0
1423,MIDI CC 4|0,0.0
1424,MIDI CC 4|1,0.0
1425,MIDI CC 4|2,0.0
1426,MIDI CC 4|3,0.0
1427,MIDI CC 4|4,0.0
1428,MIDI CC 4|5,0.0
1429,MIDI CC 4|6,0.0
1430,MIDI CC 4|7,0.0
1431,MIDI CC 4|8,0.0
1432,MIDI CC 4|9,0.0
1433,MIDI CC 4|10,0.0
1434,MIDI CC 4|11,0.0
1435,MIDI CC 4|12,0.0
1436,MIDI CC 4|13,0.0
1437,MIDI CC 4|14,0.0
1438,MIDI CC 4|15,0.0
1439,MIDI CC 4|16,0.0
1440,MIDI CC 4|17,0.0
1441,MIDI CC 4|18,0.0
1442,MIDI CC 4|19,0.0
1443,MIDI CC 4|20,0.0
1444,MIDI CC 4|21,0.0
1445,MIDI CC 4|22,0.0
1446,MIDI CC 4|23,0.0
1447,MIDI CC 4|24,0.0
1448,MIDI CC 4|25,0.0
1449,MIDI CC 4|26,0.0
1450,MIDI CC 4|27,0.0
1451,MIDI CC 4|28,0.0
1452,MIDI CC 4|29,0.0
1453,MIDI CC 4|30,0.0
1454,MIDI CC 4|31,0.0
1455,MIDI CC 4|32,0.0
1456,MIDI CC 4|33,0.0
1457,MIDI CC 4|34,0.0
1458,MIDI CC 4|35,0.0
1459,MIDI CC 4|36,0.0
1460,MIDI CC 4|37,0.0
1461,MIDI CC 4|38,0.0
1462,MIDI CC 4|39,0.0
1463,MIDI CC 4|40,0.0
1464,MIDI CC 4|41,0.0
1465,MIDI CC 4|42,0.0
1466,MIDI CC 4|43,0.0
1467,MIDI CC 4|44,0.0
1468,MIDI CC 4|45,0.0
1469,MIDI CC 4|46,0.0
1470,MIDI CC 4|47,0.0
1471,MIDI CC 4|48,0.0
1472,MIDI CC 4|49,0.0
1473,MIDI CC 4|50,0.0
1474,MIDI CC 4|51,0.0
1475,MIDI CC 4|52,0.0
1476,MIDI CC 4|53,0.0
1477,MIDI CC 4|54,0.0
1478,MIDI CC 4|55,0.0
1479,MIDI CC 4|56,0.0
1480,MIDI CC 4|57,0.0
1481,MIDI CC 4|58,0.0
1482,MIDI CC 4|59,0.0
1483,MIDI CC 4|60,0.0
1484,MIDI CC 4|61,0.0
1485,MIDI CC 4|62,0.0
1486,MIDI CC 4|63,0.0
1487,MIDI CC 4|64,0.0
1488,MIDI CC 4|65,0.0
1489,MIDI CC 4|66,0.0
1490,MIDI CC 4|67,0.0
1491,MIDI CC 4|68,0.0
1492,MIDI CC 4|69,0.0
1493,MIDI CC 4|70,0.0
1494,MIDI CC 4|71,0.0
1495,MIDI CC 4|72,0.0
1496,MIDI CC 4|73,0.0
1497,MIDI CC 4|74,0.0
1498,MIDI CC 4|75,0.0
1499,MIDI CC 4|76,0.0
1500,MIDI CC 4|77,0.0
1501,MIDI CC 4|78,0.0
1502,MIDI CC 4|79,0.0
1503,MIDI CC 4|80,0.0
1504,MIDI CC 4|81,0.0
1505,MIDI CC 4|82,0.0
1506,MIDI CC 4|83,0.0
1507,MIDI CC 4|84,0.0
1508,MIDI CC 4|85,0.0
1509,MIDI CC 4|86,0.0
1510,MIDI CC 4|87,0.0
1511,MIDI CC 4|88,0.0
1512,MIDI CC 4|89,0.0
1513,MIDI CC 4|90,0.0
1514,MIDI CC 4|91,0.0
1515,MIDI CC 4|92,0.0
1516,MIDI CC 4|93,0.0
1517,MIDI CC 4|94,0.0
1518,MIDI CC 4|95,0.0
1519,MIDI CC 4|96,0.0
1520,MIDI CC 4|97,0.0
1521,MIDI CC 4|98,0.0
1522,MIDI CC 4|99,0.0
1523,MIDI CC 4|100,0.0
1524,MIDI CC 4|101,0.0
1525,MIDI CC 4|102,0.0
1526,MIDI CC 4|103,0.0
1527,MIDI CC 4|104,0.0
1528,MIDI CC 4|105,0.0
1529,MIDI CC 4|106,0.0
1530,MIDI CC 4|107,0.0
1531,MIDI CC 4|108,0.0
1532,MIDI CC 4|109,0.0
1533,MIDI CC 4|110,0.0
1534,MIDI CC 4|111,0.0
1535,MIDI CC 4|112,0.0
